Nachname|Vorname|Geburtsdatum|Jahr|Abschnitt|Fach|Fachlehrer|Kursart|Kurs|Note|Abiturfach|Wochenstd.|Externe Schulnr.|Zusatzkraft|Wochenstd. ZK|Jahrgang|Jahrgänge|Fehlstd.|unentsch. Fehlstd.
Löwen|Ellen|12.06.1993|2010|1|AHE-E||||3||0||||||0|0
Löwen|Ellen|12.06.1993|2010|1|AG-Sinnen||||NB||||||||0|0
Löwen|Ellen|12.06.1993|2010|1|AG-Comp||||NB||||||||0|0
Löwen|Ellen|12.06.1993|2010|1|AHE-EW||||3||0||||||0|0
Löwen|Ellen|12.06.1993|2010|1|AHE-MU||||1||0||||||0|0
Löwen|Ellen|12.06.1993|2010|1|AHE-MA||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AG-Comp||||1||||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AG-Sinnen||||1||||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-PHY||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-SP||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-KR||||1||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-BIO||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-DEU||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-MU||||1||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-KU||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-MA||||1||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-DM||||3||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-E||||3||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-EW||||3||0||||||0|0
Löwen|Ellen|12.06.1993|2010|2|AHE-GES||||2||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-DM||GKM||2-||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-EW||LK1||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-SP||GKM||1-||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-MA||GKS||1-||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-MU||GKS||1||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-DEU||GKS||2-||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-GES||GKS||2-||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-KR||GKS||1+||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-E||GKS||3+||0||||||0|0
Löwen|Ellen|12.06.1993|2011|1|AHE-BIO||LK2||2||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-EW||LK1||3|1|0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-SP||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-KR||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-GES||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-DEU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-MU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-MA||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-E||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-DM||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2011|2|AHE-BIO||LK2||3|2|0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-SP||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-BIO||LK2||3|2|0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-E||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-DM||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-MA||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-MU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-DEU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-GES||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-EW||LK1||3|1|0||||||0|0
Löwen|Ellen|12.06.1993|2012|1|AHE-KR||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-DEU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-BIO||LK2||3|2|0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-E||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-DM||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-MA||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-MU||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-GES||GKS||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-SP||GKM||3||0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-EW||LK1||3|1|0||||||0|0
Löwen|Ellen|12.06.1993|2012|2|AHE-KR||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-MA||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-EW||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-BIO||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-DM||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-MU||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-KU||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-DEU||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-GES||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-KR||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-SP||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-PHY||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|1|15-Druck||||NB||||||||0|0
Maurer|Leonie|29.07.1994|2010|1|AHE-E||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-EW||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-MA||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-E||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-BIO||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-PHY||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-DM||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-KR||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-GES||||1||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-DEU||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-MU||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-KU||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|AHE-SP||||2||0||||||0|0
Maurer|Leonie|29.07.1994|2010|2|15-Druck||||1||||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-BIO||LK2||2||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-SP||GKM||2||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-GES||GKS||1-||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-DEU||GKS||2-||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-KU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-MA||GKS||1-||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-E||GKS||2+||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-EW||LK1||3+||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-KR||GKS||1+||0||||||0|0
Maurer|Leonie|29.07.1994|2011|1|AHE-DM||GKM||1-||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-E||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-SP||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-DM||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-MA||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-KU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-DEU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-GES||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-KR||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-BIO||LK2||3|2|0||||||0|0
Maurer|Leonie|29.07.1994|2011|2|AHE-EW||LK1||3|1|0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-EW||LK1||3|1|0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-BIO||LK2||3|2|0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-E||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-DM||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-MA||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-KU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-SP||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-KR||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-GES||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|1|AHE-DEU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-KU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-SP||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-KR||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-DEU||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-MA||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-DM||GKM||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-GES||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-BIO||LK2||3|2|0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-E||GKS||3||0||||||0|0
Maurer|Leonie|29.07.1994|2012|2|AHE-EW||LK1||3|1|0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-F||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-E||||4||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-BIO||||3||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-DEU||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-MA||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-EW||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-MU||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-KU||||1||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-DM||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AG-Comp||||NB||||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-SP||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-KR||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|1|AHE-GES||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-GES||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-KR||||1||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-SP||||1||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AG-Comp||||1||||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-DEU||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-MU||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-KU||||1||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-MA||||1||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-DM||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-E||||4||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-EW||||3||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-BIO||||2||0||||||0|0
Mertens|Michelle|23.09.1993|2010|2|AHE-F||||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-DEU||GKS||3+||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-EW||LK1||3+||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-BIO||LK2||3+||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-E||GKS||4+||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-DM||GKM||1-||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-MA||GKS||2-||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-GES||GKS||2||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-KR||GKS||1||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-SP||GKM||1-||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-KU||GKS||1||0||||||0|0
Mertens|Michelle|23.09.1993|2011|1|AHE-F||GKS||3-||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-GES||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-F||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-SP||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-KU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-DEU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-KR||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-DM||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-EW||LK1||3|1|0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-E||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-BIO||LK2||3|2|0||||||0|0
Mertens|Michelle|23.09.1993|2011|2|AHE-MA||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-F||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-KU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-MA||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-DM||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-EW||LK1||3|1|0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-BIO||LK2||3|2|0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-DEU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-GES||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-KR||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-SP||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|1|AHE-E||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-EW||LK1||3|1|0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-DEU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-F||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-KU||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-MA||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-DM||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-E||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-BIO||LK2||3|2|0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-GES||GKS||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-SP||GKM||3||0||||||0|0
Mertens|Michelle|23.09.1993|2012|2|AHE-KR||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-BIO||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|3-Klett||||NB||||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-DM||||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-EW||||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-KU||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-MA||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-F||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-SP||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-DEU||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-GES||||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-E||||4||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-KR||||1||0||||||0|0
Münker|Philipp|27.08.1992|2010|1|AHE-MU||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-E||||4||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-GES||||4||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|3-Klett||||1||||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-KR||||1||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-DM||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-MA||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-KU||||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-MU||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-F||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-DEU||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-EW||||3||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-BIO||||2||0||||||0|0
Münker|Philipp|27.08.1992|2010|2|AHE-SP||||2||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-BIO||LK2||2-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-SP||GKM||2||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-MU||GKS||1-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-MA||GKS||2-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-E||GKS||4+||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-EW||LK1||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-KR||GKS||1-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-F||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-DEU||GKS||2-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-GES||GKS||3-||0||||||0|0
Münker|Philipp|27.08.1992|2011|1|AHE-DM||GKM||2-||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-GES||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-EW||LK1||3|1|0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-BIO||LK2||3|2|0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-E||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-DM||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-MA||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-MU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-DEU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-KR||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-SP||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2011|2|AHE-F||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-BIO||LK2||3|2|0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-SP||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-DM||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-E||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-EW||LK1||3|1|0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-MA||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-MU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-F||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-DEU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-GES||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|1|AHE-KR||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-DM||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-DEU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-F||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-MU||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-MA||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-GES||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-E||GKS||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-BIO||LK2||3|2|0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-EW||LK1||3|1|0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-SP||GKM||3||0||||||0|0
Münker|Philipp|27.08.1992|2012|2|AHE-KR||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-GES||||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-KR||||1||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-EW||||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-DEU||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-F||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-KU||||1||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-MU||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-MA||||1||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-DM||||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-E||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AG-Comp||||NB||||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-SP||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|1|AHE-BIO||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-EW||||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-SP||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-BIO||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-E||||3||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-MA||||1||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-DEU||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-KU||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-MU||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-KR||||1||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-F||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AG-Comp||||1||||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-GES||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2010|2|AHE-DM||||2||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-E||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-DM||GKM||2+||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-EW||LK1||2-||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-KU||GKS||2||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-MA||GKS||2+||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-F||GKS||2-||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-DEU||GKS||3+||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-GES||GKS||2||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-KR||GKS||1||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-SP||GKM||1-||0||||||0|0
Petersen|Daniela|16.04.1994|2011|1|AHE-BIO||LK2||1-||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-EW||LK1||3|1|0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-DM||GKM||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-MA||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-KU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-F||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-SP||GKM||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-BIO||LK2||3|2|0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-KR||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-GES||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-DEU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2011|2|AHE-E||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-MA||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-KR||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-F||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-SP||GKM||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-BIO||LK2||3|2|0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-EW||LK1||3|1|0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-GES||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-E||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-DM||GKM||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-DEU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|1|AHE-KU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|2|AHE-KU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|2|AHE-F||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|2|AHE-SP||GKM||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|2|AHE-DEU||GKS||3||0||||||0|0
Petersen|Daniela|16.04.1994|2012|2|AHE-MA||GKS||3||0||||||0|0
